Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-07-04,11,5,6,0
2013-07-05,21,11,10,3
2013-07-06,13,7,6,1
2013-07-07,7,3,4,2
2013-07-08,38,25,13,2
2013-07-09,57,32,25,5
2013-07-10,70,42,28,18
2013-07-11,87,46,41,15
2013-07-12,41,21,20,7
2013-07-13,7,5,2,0
2013-07-14,4,2,2,1
2013-07-15,44,22,22,4
2013-07-16,61,28,33,3
2013-07-17,103,34,69,11
2013-07-18,521,250,271,65
2013-07-19,421,203,218,80
2013-07-20,28,7,21,9
2013-07-21,36,12,24,11
2013-07-22,1,1,0,0
