Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-06-02,65,12,53,31
2013-06-03,315,77,238,191
2013-06-04,341,97,244,247
2013-06-05,225,48,177,105
2013-06-06,379,118,261,234
2013-06-07,219,49,170,122
2013-06-08,64,13,51,10
2013-06-09,79,20,59,26
2013-06-10,206,56,150,97
2013-06-11,281,62,219,197
2013-06-12,290,47,243,175
2013-06-13,212,55,157,101
2013-06-14,186,19,167,127
2013-06-15,127,19,108,90
2013-06-16,220,37,183,172
2013-06-17,308,52,256,229
2013-06-18,398,68,330,280
2013-06-19,309,58,251,233
2013-06-20,190,47,143,111
2013-06-21,311,46,265,228
2013-06-22,67,10,57,53
2013-06-23,121,27,94,89
2013-06-24,138,35,103,47
2013-06-25,107,28,79,44
2013-06-26,101,23,78,46
2013-06-27,143,34,109,59
2013-06-28,85,27,58,37
2013-06-29,34,8,26,7
2013-06-30,60,11,49,20
2013-07-01,144,38,106,64
2013-07-02,122,33,89,46
2013-07-03,91,23,68,28
2013-07-04,61,16,45,6
2013-07-05,51,14,37,11
2013-07-06,35,8,27,5
2013-07-07,30,6,24,16
2013-07-08,145,25,120,33
2013-07-09,163,23,140,66
2013-07-10,195,46,149,77
2013-07-11,178,45,133,71
2013-07-12,103,12,91,36
2013-07-13,66,5,61,22
2013-07-14,34,8,26,2
2013-07-15,127,34,93,29
2013-07-16,120,21,99,18
2013-07-17,141,41,100,40
2013-07-18,372,133,239,119
2013-07-19,697,307,390,135
2013-07-20,184,42,142,61
2013-07-21,149,39,110,41
2013-07-22,4,2,2,1
