Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-06-23,5,1,4,0
2013-06-24,20,11,9,0
2013-06-25,27,13,14,0
2013-06-26,20,11,9,0
2013-06-27,18,9,9,2
2013-06-28,15,6,9,1
2013-06-29,1,1,0,0
2013-06-30,12,7,5,0
2013-07-01,16,8,8,1
2013-07-02,19,9,10,0
2013-07-03,11,5,6,1
2013-07-04,5,2,3,0
2013-07-05,7,3,4,0
2013-07-06,1,1,0,0
2013-07-07,3,1,2,0
2013-07-08,13,5,8,0
2013-07-09,28,12,16,5
2013-07-10,24,12,12,1
2013-07-11,23,12,11,2
2013-07-12,19,10,9,0
2013-07-13,9,4,5,0
2013-07-14,7,4,3,0
2013-07-15,16,4,12,1
2013-07-16,13,8,5,1
2013-07-17,17,9,8,0
2013-07-18,34,20,14,1
2013-07-19,36,23,13,0
2013-07-20,8,7,1,0
2013-07-21,15,6,9,0
2013-07-22,4,4,0,0
