Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-06-17,176,70,106,11
2013-06-18,196,62,134,10
2013-06-19,235,90,145,26
2013-06-20,263,101,162,28
2013-06-21,296,152,144,39
2013-06-22,67,12,55,13
2013-06-23,82,23,59,9
2013-06-24,219,94,125,22
2013-06-25,165,67,98,15
2013-06-26,221,74,147,18
2013-06-27,284,82,202,22
2013-06-28,222,59,163,12
2013-06-29,112,27,85,12
2013-06-30,112,20,92,12
2013-07-01,276,89,187,18
2013-07-02,108,31,77,11
2013-07-03,68,24,44,6
2013-07-04,101,17,84,18
2013-07-05,135,37,98,12
2013-07-06,80,13,67,12
2013-07-07,52,6,46,4
2013-07-08,125,30,95,10
2013-07-09,174,54,120,21
2013-07-10,119,52,67,14
2013-07-11,151,56,95,9
2013-07-12,169,61,108,34
2013-07-13,130,24,106,15
2013-07-14,177,36,141,23
2013-07-15,272,85,187,33
2013-07-16,266,102,164,29
2013-07-17,501,197,304,78
2013-07-18,465,174,291,65
2013-07-19,316,96,220,39
2013-07-20,86,22,64,23
2013-07-21,94,20,74,16
2013-07-22,9,5,4,0
2013-10-04,155,56,99,23
2013-10-05,109,24,85,21
2013-10-06,202,37,165,15
2013-10-07,381,100,281,23
2013-10-08,302,113,189,38
2013-10-09,294,81,213,17
2013-10-10,318,97,221,29
2013-10-11,297,83,214,38
2013-10-12,177,35,142,25
2013-10-13,145,27,118,25
2013-10-14,216,62,154,35
2013-10-15,248,96,152,30
2013-10-16,353,111,242,33
2013-10-17,199,47,152,22
2013-10-18,244,68,176,24
2013-10-19,139,33,106,11
2013-10-20,180,64,116,16
2013-10-21,229,55,174,30
2013-10-22,229,63,166,25
2013-10-23,335,110,225,13
2013-10-24,469,128,341,40
2013-10-25,316,95,221,23
2013-10-26,158,45,113,10
2013-10-27,142,41,101,11
2013-10-28,306,61,245,20
2013-10-29,305,85,220,31
2013-10-30,278,76,202,24
2013-10-31,237,72,165,21
2013-11-01,204,74,130,15
2013-11-02,150,29,121,7
2013-11-03,107,29,78,6
2013-11-04,221,77,144,12
2013-11-05,186,57,129,16
2013-11-06,147,57,90,15
